Query,Rank,Method_A,Method_A_letter,Method_B,Method_B_letter,Winner_Method
The Lord is my helper; I will not fear what man shall do unto me.,5,TF-IDF,X,BERT,Y,TF-IDF
The Lord is my helper; I will not fear what man shall do unto me.,5,SBERT,X,TF-IDF,Y,SBERT
"Accept our evening prayers, o holy Lord, and grant us remission of our sins, for thou alone hast made manifest the Ressurection unto the world",4,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
"Accept our evening prayers, o holy Lord, and grant us remission of our sins, for thou alone hast made manifest the Ressurection unto the world",4,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
"Accept our evening prayers, o holy Lord, and grant us remission of our sins, for thou alone hast made manifest the Ressurection unto the world",4,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Accept our evening prayers, o holy Lord, and grant us remission of our sins, for thou alone hast made manifest the Ressurection unto the world",4,BERT,B,SBERT,A,SBERT
"Accept our evening prayers, o holy Lord, and grant us remission of our sins, for thou alone hast made manifest the Ressurection unto the world",4,BERT,B,TF-IDF,A,TF-IDF
"Accept our evening prayers, o holy Lord, and grant us remission of our sins, for thou alone hast made manifest the Ressurection unto the world",4,TF-IDF,X,SBERT,Y,TF-IDF
"O God, be attentive unto helping me; O Lord make haste to help me. Let them be ashamed and confounded that seek after my soul. ",3,TF-IDF + GloVe,X,BERT,Y,TF-IDF + GloVe
"O God, be attentive unto helping me; O Lord make haste to help me. Let them be ashamed and confounded that seek after my soul. ",3,TF-IDF + GloVe,Y,SBERT,X,SBERT
"O God, be attentive unto helping me; O Lord make haste to help me. Let them be ashamed and confounded that seek after my soul. ",3,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"O God, be attentive unto helping me; O Lord make haste to help me. Let them be ashamed and confounded that seek after my soul. ",3,SBERT,Y,BERT,X,BERT
"O God, be attentive unto helping me; O Lord make haste to help me. Let them be ashamed and confounded that seek after my soul. ",3,BERT,A,TF-IDF,B,BERT
"O God, be attentive unto helping me; O Lord make haste to help me. Let them be ashamed and confounded that seek after my soul. ",3,TF-IDF,Y,SBERT,X,SBERT
Find psalms that include both crying out for help and later declaring confidence in Godâ€™s justiceâ€,3,BERT,A,TF-IDF + GloVe,B,BERT
Find psalms that include both crying out for help and later declaring confidence in Godâ€™s justiceâ€,3,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
Find psalms that include both crying out for help and later declaring confidence in Godâ€™s justiceâ€,3,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
Find psalms that include both crying out for help and later declaring confidence in Godâ€™s justiceâ€,3,SBERT,A,BERT,B,SBERT
Find psalms that include both crying out for help and later declaring confidence in Godâ€™s justiceâ€,3,BERT,X,TF-IDF,Y,BERT
Find psalms that include both crying out for help and later declaring confidence in Godâ€™s justiceâ€,3,SBERT,A,TF-IDF,B,SBERT
Blessed is the man that feareth the Lord; in His shall he greatly delight,1,BERT,A,TF-IDF + GloVe,B,BERT
Blessed is the man that feareth the Lord; in His shall he greatly delight,1,SBERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
Blessed is the man that feareth the Lord; in His shall he greatly delight,1,TF-IDF + GloVe,Y,TF-IDF,X,TF-IDF
Blessed is the man that feareth the Lord; in His shall he greatly delight,1,BERT,X,SBERT,Y,BERT
Blessed is the man that feareth the Lord; in His shall he greatly delight,1,BERT,A,TF-IDF,B,BERT
Blessed is the man that feareth the Lord; in His shall he greatly delight,1,SBERT,B,TF-IDF,A,TF-IDF
salvation,4,BERT,X,TF-IDF + GloVe,Y,BERT
salvation,4,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
salvation,4,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF
salvation,4,BERT,X,SBERT,Y,BERT
salvation,4,BERT,A,TF-IDF,B,BERT
salvation,4,TF-IDF,Y,SBERT,X,SBERT
The Lord is my helper; I will not fear what man shall do unto me.,2,BERT,B,TF-IDF + GloVe,A,BERT
The Lord is my helper; I will not fear what man shall do unto me.,2,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
The Lord is my helper; I will not fear what man shall do unto me.,2,TF-IDF + GloVe,Y,TF-IDF,X,TF-IDF
The Lord is my helper; I will not fear what man shall do unto me.,2,SBERT,A,BERT,B,SBERT
The Lord is my helper; I will not fear what man shall do unto me.,2,BERT,X,TF-IDF,Y,BERT
The Lord is my helper; I will not fear what man shall do unto me.,2,TF-IDF,A,SBERT,B,TF-IDF
mercy,2,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
mercy,2,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
mercy,2,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
mercy,2,SBERT,B,BERT,A,BERT
mercy,2,TF-IDF,B,BERT,A,TF-IDF
mercy,2,SBERT,B,TF-IDF,A,SBERT
fasting for the spirit of abiding in the Lord's will,4,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
fasting for the spirit of abiding in the Lord's will,4,SBERT,B,TF-IDF + GloVe,A,SBERT
fasting for the spirit of abiding in the Lord's will,4,TF-IDF,A,TF-IDF + GloVe,B,TF-IDF
fasting for the spirit of abiding in the Lord's will,4,BERT,X,SBERT,Y,BERT
fasting for the spirit of abiding in the Lord's will,4,BERT,Y,TF-IDF,X,TF-IDF
fasting for the spirit of abiding in the Lord's will,4,SBERT,A,TF-IDF,B,SBERT
Blessed is the man that feareth the Lord; in His shall he greatly delight,3,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
Blessed is the man that feareth the Lord; in His shall he greatly delight,3,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
Blessed is the man that feareth the Lord; in His shall he greatly delight,3,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF
Blessed is the man that feareth the Lord; in His shall he greatly delight,3,SBERT,X,BERT,Y,SBERT
Blessed is the man that feareth the Lord; in His shall he greatly delight,3,BERT,Y,TF-IDF,X,TF-IDF
Blessed is the man that feareth the Lord; in His shall he greatly delight,3,TF-IDF,Y,SBERT,X,SBERT
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",3,TF-IDF + GloVe,X,BERT,Y,TF-IDF + GloVe
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",3,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",3,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",3,BERT,Y,SBERT,X,SBERT
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",3,TF-IDF,Y,BERT,X,BERT
"God is the Lord, which has shewed us light. Blessed is he that cometh in the name of the Lord",3,TF-IDF,X,SBERT,Y,TF-IDF
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,3,BERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,3,TF-IDF + GloVe,B,SBERT,A,SBERT
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,3,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,3,SBERT,A,BERT,B,SBERT
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,3,TF-IDF,A,BERT,B,TF-IDF
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,3,TF-IDF,B,SBERT,A,TF-IDF
valley of the shadow of death ,5,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
valley of the shadow of death ,5,SBERT,B,TF-IDF + GloVe,A,SBERT
valley of the shadow of death ,5,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
valley of the shadow of death ,5,SBERT,A,BERT,B,SBERT
valley of the shadow of death ,5,BERT,B,TF-IDF,A,TF-IDF
valley of the shadow of death ,5,TF-IDF,B,SBERT,A,SBERT
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,1,TF-IDF + GloVe,Y,BERT,X,BERT
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,1,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,1,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,1,BERT,B,SBERT,A,SBERT
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,1,TF-IDF,X,BERT,Y,TF-IDF
Verses where the psalmist remembers past deliverance and uses it to find hope in present trials.,1,TF-IDF,B,SBERT,A,TF-IDF
compassion,2,BERT,X,TF-IDF + GloVe,Y,BERT
compassion,2,SBERT,B,TF-IDF + GloVe,A,SBERT
compassion,2,TF-IDF,A,TF-IDF + GloVe,B,TF-IDF
compassion,2,BERT,B,SBERT,A,SBERT
compassion,2,BERT,Y,TF-IDF,X,TF-IDF
compassion,2,SBERT,X,TF-IDF,Y,SBERT
creation,3,TF-IDF + GloVe,X,BERT,Y,TF-IDF + GloVe
creation,3,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
creation,3,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF + GloVe
creation,3,BERT,B,SBERT,A,SBERT
creation,3,TF-IDF,A,BERT,B,TF-IDF
creation,3,TF-IDF,X,SBERT,Y,TF-IDF
"O God without beginning or end, Who are before every created thing, and Who honors with the title of Presbyter those whom You deem worthy to serve the word of Your truth in the divine ministry of this order: You, the same sovereign Master, preserve in purity of life and in unswerving faith this man whom You have been pleased to ordain through me by the laying on of hands, graciously imparting to him the great grace of Your Holy Spirit, making him wholly Your servant, well-pleasing to You in all things, and worthily exercising this great honor of the Priesthood which You conferred upon him by the power of Your wisdom.",2,BERT,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"O God without beginning or end, Who are before every created thing, and Who honors with the title of Presbyter those whom You deem worthy to serve the word of Your truth in the divine ministry of this order: You, the same sovereign Master, preserve in purity of life and in unswerving faith this man whom You have been pleased to ordain through me by the laying on of hands, graciously imparting to him the great grace of Your Holy Spirit, making him wholly Your servant, well-pleasing to You in all things, and worthily exercising this great honor of the Priesthood which You conferred upon him by the power of Your wisdom.",2,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
"O God without beginning or end, Who are before every created thing, and Who honors with the title of Presbyter those whom You deem worthy to serve the word of Your truth in the divine ministry of this order: You, the same sovereign Master, preserve in purity of life and in unswerving faith this man whom You have been pleased to ordain through me by the laying on of hands, graciously imparting to him the great grace of Your Holy Spirit, making him wholly Your servant, well-pleasing to You in all things, and worthily exercising this great honor of the Priesthood which You conferred upon him by the power of Your wisdom.",2,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
"O God without beginning or end, Who are before every created thing, and Who honors with the title of Presbyter those whom You deem worthy to serve the word of Your truth in the divine ministry of this order: You, the same sovereign Master, preserve in purity of life and in unswerving faith this man whom You have been pleased to ordain through me by the laying on of hands, graciously imparting to him the great grace of Your Holy Spirit, making him wholly Your servant, well-pleasing to You in all things, and worthily exercising this great honor of the Priesthood which You conferred upon him by the power of Your wisdom.",2,BERT,A,SBERT,B,BERT
"O God without beginning or end, Who are before every created thing, and Who honors with the title of Presbyter those whom You deem worthy to serve the word of Your truth in the divine ministry of this order: You, the same sovereign Master, preserve in purity of life and in unswerving faith this man whom You have been pleased to ordain through me by the laying on of hands, graciously imparting to him the great grace of Your Holy Spirit, making him wholly Your servant, well-pleasing to You in all things, and worthily exercising this great honor of the Priesthood which You conferred upon him by the power of Your wisdom.",2,TF-IDF,A,BERT,B,TF-IDF
"O God without beginning or end, Who are before every created thing, and Who honors with the title of Presbyter those whom You deem worthy to serve the word of Your truth in the divine ministry of this order: You, the same sovereign Master, preserve in purity of life and in unswerving faith this man whom You have been pleased to ordain through me by the laying on of hands, graciously imparting to him the great grace of Your Holy Spirit, making him wholly Your servant, well-pleasing to You in all things, and worthily exercising this great honor of the Priesthood which You conferred upon him by the power of Your wisdom.",2,SBERT,Y,TF-IDF,X,TF-IDF
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",5,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",5,TF-IDF + GloVe,Y,SBERT,X,SBERT
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",5,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",5,BERT,X,SBERT,Y,BERT
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",5,BERT,Y,TF-IDF,X,TF-IDF
"Rejoice, O ye heavens, sound the trumpets, ye foundation of the earth, thunder forth gladness, O ye mountains: for behold, Emmanuel to the Cross our sins, and the Giver of Life hath slain death, raising up Adam; for He loveth mankind.",5,SBERT,Y,TF-IDF,X,TF-IDF
compassion,3,TF-IDF + GloVe,Y,BERT,X,BERT
compassion,3,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
compassion,3,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF
compassion,3,BERT,A,SBERT,B,BERT
compassion,3,TF-IDF,X,BERT,Y,TF-IDF
compassion,3,TF-IDF,A,SBERT,B,TF-IDF
thanksgiving,2,TF-IDF + GloVe,B,BERT,A,TF-IDF + GloVe
thanksgiving,2,TF-IDF + GloVe,Y,SBERT,X,SBERT
thanksgiving,2,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
thanksgiving,2,SBERT,Y,BERT,X,BERT
thanksgiving,2,TF-IDF,A,BERT,B,BERT
thanksgiving,2,SBERT,A,TF-IDF,B,SBERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,BERT,X,TF-IDF + GloVe,Y,BERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,SBERT,X,TF-IDF + GloVe,Y,SBERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",2,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF + GloVe
